id,dataset_index,competition_name,summary_file_path
dataset-76-summary,76,Multi-class Classification on Obfuscated Black Box Data,datasets/76/problem_summary.md
dataset-579-summary,579,AI Security Capture the Flag Challenges,datasets/579/problem_summary.md
dataset-82-summary,82,Predicting Useful Votes for Yelp Reviews,datasets/82/problem_summary.md
dataset-49-summary,49,Predicting Xbox Game Interest from Search Queries,datasets/49/problem_summary.md
dataset-122-summary,122,Binary Classification of Visual Stimuli from MEG Brain Recordings,datasets/122/problem_summary.md
dataset-310-summary,310,NCAA Women's Basketball Tournament Outcome Prediction,datasets/310/problem_summary.md
dataset-546-summary,546,Isolated American Sign Language Recognition with TensorFlow Lite,datasets/546/problem_summary.md
dataset-40-summary,40,Social Network Link Prediction Challenge,datasets/40/problem_summary.md
dataset-319-summary,319,TMDB Box Office Revenue Prediction,datasets/319/problem_summary.md
dataset-584-summary,584,Predicting Gene Expression Changes from Single-Cell Perturbations,datasets/584/problem_summary.md
dataset-570-summary,570,American Sign Language Fingerspelling Recognition,datasets/570/problem_summary.md
dataset-114-summary,114,Predicting Happiness from Polling Data,datasets/114/problem_summary.md
dataset-326-summary,326,Fine-Grained Segmentation and Classification of Fashion Images,datasets/326/problem_summary.md
dataset-548-summary,548,Multi-Agent Reinforcement Learning for Mars Terraforming Strategy,datasets/548/problem_summary.md
dataset-47-summary,47,Binary Classification of Insulting Social Media Comments,datasets/47/problem_summary.md
dataset-321-summary,321,Predicting Laboratory Earthquake Timing from Seismic Data,datasets/321/problem_summary.md
dataset-113-summary,113,Walmart Store Sales Forecasting with Holiday Markdowns,datasets/113/problem_summary.md
dataset-577-summary,577,Binary Classification with a Software Defects Dataset,datasets/577/problem_summary.md
dataset-78-summary,78,Author Disambiguation in Academic Publications,datasets/78/problem_summary.md
dataset-583-summary,583,Machine Unlearning for Age Prediction on Face Images,datasets/583/problem_summary.md
dataset-147-summary,147,Forest Cover Type Prediction,datasets/147/problem_summary.md
dataset-375-summary,375,NCAA March Madness Analytics Competition,datasets/375/problem_summary.md
dataset-523-summary,523,Lux AI 2022 - Beta: Multi-Agent Reinforcement Learning for Terraforming Mars,datasets/523/problem_summary.md
dataset-2-summary,2,World Cup 2010 - Confidence Challenge,datasets/2/problem_summary.md
dataset-381-summary,381,Fine-Grained Segmentation and Attribute Classification for Fashion Images,datasets/381/problem_summary.md
dataset-178-summary,178,Right Whale Recognition in Aerial Photographs,datasets/178/problem_summary.md
dataset-13-summary,13,"Binary Classification of Driver Alertness Using Physiological, Environmental, and Vehicular Data",datasets/13/problem_summary.md
dataset-386-summary,386,Tweet Sentiment Phrase Extraction,datasets/386/problem_summary.md
dataset-5-summary,5,Tourism Time Series Forecasting,datasets/5/problem_summary.md
dataset-524-summary,524,Detecting Continuous Gravitational Waves in Noisy Interferometer Data,datasets/524/problem_summary.md
dataset-372-summary,372,COVID-19 Global Forecasting (Week 3),datasets/372/problem_summary.md
dataset-140-summary,140,Predicting Chess Player Elo Ratings from Single Game Moves,datasets/140/problem_summary.md
dataset-14-summary,14,Arabic Writer Identification from Handwritten Documents,datasets/14/problem_summary.md
dataset-182-summary,182,Predicting Insurance Quote Conversion,datasets/182/problem_summary.md
dataset-344-summary,344,Temporal Localization of Topics in YouTube Videos,datasets/344/problem_summary.md
dataset-176-summary,176,Multiclass Cuisine Classification from Recipe Ingredients,datasets/176/problem_summary.md
dataset-512-summary,512,Universal Image Embedding for Cross-Domain Retrieval,datasets/512/problem_summary.md
dataset-22-summary,22,Photo Quality Prediction via Metadata Analysis,datasets/22/problem_summary.md
dataset-149-summary,149,Multi-class Product Classification with Obfuscated Features,datasets/149/problem_summary.md
dataset-515-summary,515,Predicting Markdown Cell Order in Python Notebooks,datasets/515/problem_summary.md
dataset-171-summary,171,Sponsored Web Page Classification,datasets/171/problem_summary.md
dataset-343-summary,343,Fraud Detection in E-Commerce Transactions,datasets/343/problem_summary.md
dataset-185-summary,185,Predicting Life Insurance Risk Classification,datasets/185/problem_summary.md
dataset-25-summary,25,Predicting Stock Market Resiliency After Liquidity Shocks,datasets/25/problem_summary.md
dataset-388-summary,388,Predicting Age and Assessments from Multimodal Brain MRI Features,datasets/388/problem_summary.md
